control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,class_size,control_wikied,indiv_group1,indiv_group2,indiv_group,group_recheck
29778816,12982,29778816,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29778838,12983,29778838,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29778856,12984,29778856,1,311,1,-30,-30,1,0,0,0,1,1,-2,0,0,0,0
29778867,12985,29778867,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29778909,12986,29778909,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779072,12987,29779072,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779153,12988,29779153,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779181,12989,29779181,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779256,12990,29779256,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779305,12991,29779305,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779337,12992,29779337,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779436,12993,29779436,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779510,12994,29779510,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779664,12995,29779664,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779744,12996,29779744,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779853,12997,29779853,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779875,12998,29779875,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779891,12999,29779891,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29779970,13000,29779970,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780074,13001,29780074,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780086,13002,29780086,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780122,13003,29780122,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780239,13004,29780239,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780248,13005,29780248,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780255,13006,29780255,1,0,2,21.5,21.5,2,0,0,0,1,1,-2,0,0,0,0
29780259,13007,29780259,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780276,13008,29780276,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780382,13009,29780382,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780431,13010,29780431,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780516,13011,29780516,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780869,13012,29780869,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780883,13013,29780883,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780891,13014,29780891,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29780902,13015,29780902,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781024,13016,29781024,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781052,13017,29781052,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781053,13018,29781053,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781095,13019,29781095,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781126,13020,29781126,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781283,13021,29781283,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781291,13022,29781291,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781391,13023,29781391,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781393,13024,29781393,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781410,13025,29781410,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781525,13026,29781525,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781561,13027,29781561,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781663,13028,29781663,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781739,13029,29781739,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781801,13030,29781801,1,7,1,224,0,0,0,1,0,0,1,-2,0,0,0,0
29781809,13031,29781809,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781847,13032,29781847,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781881,13033,29781881,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781922,13034,29781922,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781943,13035,29781943,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29781970,13036,29781970,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782032,13037,29782032,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782144,13038,29782144,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782165,13039,29782165,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782177,13040,29782177,1,72,2,0,0,2,0,0,0,1,1,-2,0,0,0,0
29782248,13041,29782248,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782261,13042,29782261,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782394,13043,29782394,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782446,13044,29782446,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782512,13045,29782512,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782515,13046,29782515,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782629,13047,29782629,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782643,13048,29782643,1,1,10,41.3,41.3,10,0,0,0,7,1,-2,0,0,0,0
29782683,13049,29782683,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782697,13050,29782697,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782727,13051,29782727,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29782885,13052,29782885,1,6,2,24,24,2,0,0,0,1,1,-2,0,0,0,0
29782970,13053,29782970,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783111,13054,29783111,1,0,3,9.333333333,9.333333333,3,0,0,0,1,1,-2,0,0,0,0
29783112,13055,29783112,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783125,13056,29783125,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783196,13057,29783196,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783302,13058,29783302,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783428,13059,29783428,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783574,13060,29783574,1,0,1,4,4,1,0,0,0,1,1,-2,0,0,0,0
29783879,13061,29783879,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783919,13062,29783919,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29783945,13063,29783945,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784012,13064,29784012,1,0,1,171,0,0,0,1,0,0,1,-2,0,0,0,0
29784031,13065,29784031,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784052,13066,29784052,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784059,13067,29784059,1,0,1,10,0,0,0,1,0,0,1,-2,0,0,0,0
29784075,13068,29784075,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784237,13069,29784237,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784263,13070,29784263,1,0,1,142,142,1,0,0,0,1,1,-2,0,0,0,0
29784326,13071,29784326,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784333,13072,29784333,1,0,5,5.8,0.5,2,0,1,2,1,1,-2,0,0,0,0
29784386,13073,29784386,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784398,13074,29784398,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784453,13075,29784453,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784462,13076,29784462,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784485,13077,29784485,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784507,13078,29784507,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784509,13079,29784509,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784601,13080,29784601,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784628,13081,29784628,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784654,13082,29784654,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784668,13083,29784668,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784684,13084,29784684,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784741,13085,29784741,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784743,13086,29784743,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784747,13087,29784747,1,0,2,52,52,2,0,0,0,2,1,-2,0,0,0,0
29784785,13088,29784785,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784849,13089,29784849,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784876,13090,29784876,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29784905,13091,29784905,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785009,13092,29785009,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785027,13093,29785027,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785081,13094,29785081,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785106,13095,29785106,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785133,13096,29785133,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785140,13097,29785140,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785205,13098,29785205,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785207,13099,29785207,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785253,13100,29785253,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785417,13101,29785417,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785655,13102,29785655,1,531,2,136,0,0,0,1,1,0,1,-2,0,0,0,0
29785682,13103,29785682,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785698,13104,29785698,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785712,13105,29785712,1,2,18,148.8333333,0,0,0,6,12,0,1,-2,0,0,0,0
29785750,13106,29785750,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785864,13107,29785864,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29785934,13108,29785934,1,0,2,-643.5,-643.5,2,0,0,0,1,1,-2,0,0,0,0
29785960,13109,29785960,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786047,13110,29786047,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786050,13111,29786050,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786065,13112,29786065,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786071,13113,29786071,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786166,13114,29786166,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786181,13115,29786181,1,258,7,236.8571429,236.8571429,7,0,0,0,2,1,-2,0,0,0,0
29786350,13116,29786350,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786401,13117,29786401,1,0,1,18,18,1,0,0,0,1,1,-2,0,0,0,0
29786456,13118,29786456,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786469,13119,29786469,1,1,59,366.6779661,143.5,12,0,29,18,10,1,-2,0,0,0,0
29786495,13120,29786495,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786527,13121,29786527,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786626,13122,29786626,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786677,13123,29786677,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786685,13124,29786685,1,0,1,586,586,1,0,0,0,1,1,-2,0,0,0,0
29786714,13125,29786714,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786879,13126,29786879,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29786897,13127,29786897,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787018,13128,29787018,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787089,13129,29787089,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787105,13130,29787105,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787152,13131,29787152,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787154,13132,29787154,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787178,13133,29787178,1,0,5,76,76,5,0,0,0,2,1,-2,0,0,0,0
29787195,13134,29787195,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787255,13135,29787255,1,411,17,-1638.352941,-1766.25,16,0,0,1,1,1,-2,0,0,0,0
29787270,13136,29787270,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787280,13137,29787280,1,0,1,231,231,1,0,0,0,1,1,-2,0,0,0,0
29787442,13138,29787442,1,0,1,126,126,1,0,0,0,1,1,-2,0,0,0,0
29787468,13139,29787468,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787568,13140,29787568,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787631,13141,29787631,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787635,13142,29787635,1,0,1,231,231,1,0,0,0,1,1,-2,0,0,0,0
29787639,13143,29787639,1,661,21,920.4761905,1057.666667,18,1,2,0,4,1,-2,0,0,0,0
29787689,13144,29787689,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787726,13145,29787726,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787792,13146,29787792,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29787813,13147,29787813,1,372,16,286.9375,286.9375,16,0,0,0,2,1,-2,0,0,0,0
29787896,13148,29787896,1,2,35,20.05714286,7.2,5,0,5,25,4,1,-2,0,0,0,0
29788022,13149,29788022,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788062,13150,29788062,1,2,17,169,169,17,0,0,0,1,1,-2,0,0,0,0
29788127,13151,29788127,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788282,13152,29788282,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788311,13153,29788311,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788357,13154,29788357,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788362,13155,29788362,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788641,13156,29788641,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788649,13157,29788649,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788761,13158,29788761,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29788898,13159,29788898,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789014,13160,29789014,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789153,13161,29789153,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789186,13162,29789186,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789255,13163,29789255,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789317,13164,29789317,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789341,13165,29789341,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789354,13166,29789354,1,460,68,216.3088235,181.5833333,60,0,1,7,15,1,-2,0,0,0,0
29789387,13167,29789387,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789437,13168,29789437,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789467,13169,29789467,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789538,13170,29789538,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789539,13171,29789539,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789551,13172,29789551,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789559,13173,29789559,1,660,108,274.6018519,276.9433962,106,0,0,0,21,1,-2,0,0,0,0
29789728,13174,29789728,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29789754,13175,29789754,1,410,1,-90,-90,1,0,0,0,1,1,-2,0,0,0,0
29789759,13176,29789759,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790199,13177,29790199,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790231,13178,29790231,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790395,13179,29790395,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790493,13180,29790493,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790527,13181,29790527,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790577,13182,29790577,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790618,13183,29790618,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29790984,13184,29790984,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791023,13185,29791023,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791060,13186,29791060,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791161,13187,29791161,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791299,13188,29791299,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791473,13189,29791473,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791506,13190,29791506,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791570,13191,29791570,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791588,13192,29791588,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791736,13193,29791736,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791757,13194,29791757,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791827,13195,29791827,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29791882,13196,29791882,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792150,13197,29792150,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792245,13198,29792245,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792315,13199,29792315,1,412,7,-32.57142857,-296,3,3,1,0,3,1,-2,0,0,0,0
29792318,13200,29792318,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792367,13201,29792367,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792416,13202,29792416,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792474,13203,29792474,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792562,13204,29792562,1,4,2,-72,-72,2,0,0,0,2,1,-2,0,0,0,0
29792850,13205,29792850,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29792959,13206,29792959,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29793061,13207,29793061,1,0,1,-31,-31,1,0,0,0,1,1,-2,0,0,0,0
29793177,13208,29793177,1,0,1,49,49,1,0,0,0,1,1,-2,0,0,0,0
29793328,13209,29793328,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29793400,13210,29793400,1,0,1,-1,-1,1,0,0,0,1,1,-2,0,0,0,0
29793501,13211,29793501,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29793657,13212,29793657,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29793661,13213,29793661,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794087,13214,29794087,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794184,13215,29794184,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794327,13216,29794327,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794383,13217,29794383,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794454,13218,29794454,1,0,1,11,0,0,0,1,0,0,1,-2,0,0,0,0
29794591,13219,29794591,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794598,13220,29794598,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794607,13221,29794607,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794696,13222,29794696,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794787,13223,29794787,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29794900,13224,29794900,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795049,13225,29795049,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795066,13226,29795066,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795393,13227,29795393,1,0,2,-5.5,-5.5,2,0,0,0,1,1,-2,0,0,0,0
29795572,13228,29795572,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795662,13229,29795662,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795730,13230,29795730,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795789,13231,29795789,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795887,13232,29795887,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29795937,13233,29795937,1,0,1,381,381,1,0,0,0,1,1,-2,0,0,0,0
29795939,13234,29795939,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796056,13235,29796056,0,749,19,-234.4210526,-234.4210526,19,0,0,0,5,1,-2,0,0,0,0
29796094,13236,29796094,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796593,13237,29796593,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796601,13238,29796601,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796621,13239,29796621,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796672,13240,29796672,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796681,13241,29796681,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796721,13242,29796721,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29796853,13243,29796853,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797003,13244,29797003,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797008,13245,29797008,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797050,13246,29797050,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797078,13247,29797078,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797091,13248,29797091,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797095,13249,29797095,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797137,13250,29797137,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797243,13251,29797243,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797260,13252,29797260,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797266,13253,29797266,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797272,13254,29797272,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797289,13255,29797289,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797336,13256,29797336,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797340,13257,29797340,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797421,13258,29797421,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797434,13259,29797434,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797458,13260,29797458,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797558,13261,29797558,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797628,13262,29797628,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797692,13263,29797692,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797756,13264,29797756,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797762,13265,29797762,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797781,13266,29797781,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797815,13267,29797815,1,650,1,98,98,1,0,0,0,1,1,-2,0,0,0,0
29797835,13268,29797835,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797900,13269,29797900,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797913,13270,29797913,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797934,13271,29797934,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797948,13272,29797948,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797968,13273,29797968,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29797981,13274,29797981,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798003,13275,29798003,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798014,13276,29798014,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798019,13277,29798019,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798021,13278,29798021,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798036,13279,29798036,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798156,13280,29798156,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798188,13281,29798188,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798202,13282,29798202,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798343,13283,29798343,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798347,13284,29798347,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798375,13285,29798375,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798383,13286,29798383,1,6,6,694.1666667,0,0,0,0,6,0,1,-2,0,0,0,0
29798395,13287,29798395,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798453,13288,29798453,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798468,13289,29798468,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798470,13290,29798470,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798507,13291,29798507,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798523,13292,29798523,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
29798601,13293,29798601,1,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0
