control_wpid,courseID,key,death,dayindex,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,indiv_group2,group_recheck
27506341,9663,27506341,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506365,9664,27506365,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506483,9665,27506483,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506884,9666,27506884,1,886,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27506919,9667,27506919,1,0,3,20.33333333,20.33333333,3,0,0,0,1,0,1,-2,0,0,0
27515522,9668,27515522,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27515893,9669,27515893,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27518488,9670,27518488,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27518582,9671,27518582,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27519012,9672,27519012,1,0,2,11.5,11.5,2,0,0,0,1,0,1,-2,0,0,0
27521106,9673,27521106,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27521972,9674,27521972,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27522322,9675,27522322,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27522815,9676,27522815,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27522843,9677,27522843,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27523140,9678,27523140,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27523169,9679,27523169,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27523502,9680,27523502,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27523906,9681,27523906,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27524300,9682,27524300,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27524540,9683,27524540,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27524705,9684,27524705,1,0,2,31478.5,0,0,0,2,0,0,0,1,-2,0,0,0
27524713,9685,27524713,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27524749,9686,27524749,1,0,1,191,0,0,0,1,0,0,0,1,-2,0,0,0
27525086,9687,27525086,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27525311,9688,27525311,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27525676,9689,27525676,1,1,13,99.15384615,86.27272727,11,0,2,0,3,0,1,-2,0,0,0
27525761,9690,27525761,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27526216,9691,27526216,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27526231,9692,27526231,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27526300,9693,27526300,1,277,1,211,211,1,0,0,0,1,0,1,-2,0,0,0
27526596,9694,27526596,1,0,3,113,159,2,0,1,0,1,0,1,-2,0,0,0
27526661,9695,27526661,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527179,9696,27527179,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527238,9697,27527238,1,0,1,127,127,1,0,0,0,1,0,1,-2,0,0,0
27527355,9698,27527355,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527426,9699,27527426,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527435,9700,27527435,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527567,9701,27527567,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527702,9702,27527702,1,0,1,2369,0,0,0,1,0,0,0,1,-2,0,0,0
27527715,9703,27527715,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527726,9704,27527726,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527768,9705,27527768,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27527820,9706,27527820,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27528409,9707,27528409,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27528445,9708,27528445,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27528754,9709,27528754,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27528777,9710,27528777,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27528955,9711,27528955,1,0,11,83.45454545,0,0,1,7,3,0,0,1,-2,0,0,0
27529778,9712,27529778,1,0,2,0,0,2,0,0,0,1,0,1,-2,0,0,0
27530660,9713,27530660,1,392,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27530700,9714,27530700,1,0,1,202,202,1,0,0,0,1,0,1,-2,0,0,0
27531778,9715,27531778,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27531985,9716,27531985,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27532291,9717,27532291,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27532316,9718,27532316,1,0,2,-9.5,-9.5,2,0,0,0,2,0,1,-2,0,0,0
27532694,9719,27532694,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27533025,9720,27533025,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27533038,9721,27533038,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27533245,9722,27533245,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27533510,9723,27533510,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27533986,9724,27533986,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27534100,9725,27534100,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27534116,9726,27534116,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27534183,9727,27534183,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27534824,9728,27534824,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27535248,9729,27535248,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27535967,9730,27535967,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27537334,9731,27537334,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27537777,9732,27537777,1,95,9,107.1111111,136.75,4,0,3,1,3,0,1,-2,0,0,0
27538158,9733,27538158,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27538435,9734,27538435,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27538860,9735,27538860,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27539014,9736,27539014,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27539207,9737,27539207,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27539233,9738,27539233,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27539961,9739,27539961,1,0,2,-1520.5,-1520.5,2,0,0,0,2,0,1,-2,0,0,0
27540435,9740,27540435,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27541005,9741,27541005,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27542640,9742,27542640,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27542849,9743,27542849,1,0,1,723,0,0,0,1,0,0,0,1,-2,0,0,0
27544214,9744,27544214,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27544614,9745,27544614,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27544729,9746,27544729,1,0,2,194.5,194.5,2,0,0,0,1,0,1,-2,0,0,0
27548293,9747,27548293,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27548639,9748,27548639,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27548784,9749,27548784,1,0,2,9,9,2,0,0,0,1,0,1,-2,0,0,0
27548831,9750,27548831,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27549202,9751,27549202,1,0,2,-2352,-2352,2,0,0,0,1,0,1,-2,0,0,0
27549854,9752,27549854,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27549864,9753,27549864,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27549898,9754,27549898,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27549901,9755,27549901,1,439,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27549953,9756,27549953,1,0,1,3,3,1,0,0,0,1,0,1,-2,0,0,0
27550191,9757,27550191,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27550518,9758,27550518,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27550843,9759,27550843,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27550857,9760,27550857,1,0,1,233,233,1,0,0,0,1,0,1,-2,0,0,0
27551150,9761,27551150,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27551342,9762,27551342,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27551756,9763,27551756,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27552191,9764,27552191,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27552728,9765,27552728,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27552875,9766,27552875,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27553047,9767,27553047,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27553439,9768,27553439,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27554130,9769,27554130,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27554168,9770,27554168,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27554683,9771,27554683,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27554702,9772,27554702,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27555138,9773,27555138,1,7,4,36,36,4,0,0,0,2,0,1,-2,0,0,0
27555442,9774,27555442,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27556447,9775,27556447,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27556497,9776,27556497,1,0,1,719,0,0,0,1,0,0,0,1,-2,0,0,0
27556554,9777,27556554,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27556559,9778,27556559,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27556761,9779,27556761,1,0,3,44,44,3,0,0,0,3,0,1,-2,0,0,0
27556995,9780,27556995,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27557155,9781,27557155,1,0,1,1,0,0,0,1,0,0,0,1,-2,0,0,0
27557164,9782,27557164,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27557592,9783,27557592,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27557614,9784,27557614,1,161,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27557762,9785,27557762,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27558106,9786,27558106,1,0,1,11,11,1,0,0,0,1,0,1,-2,0,0,0
27558487,9787,27558487,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27558583,9788,27558583,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27558610,9789,27558610,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27558907,9790,27558907,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27558945,9791,27558945,1,0,1,27,0,0,0,1,0,0,0,1,-2,0,0,0
27559006,9792,27559006,1,0,1,25,0,0,0,1,0,0,0,1,-2,0,0,0
27559218,9793,27559218,1,0,2,-1,-1,2,0,0,0,1,0,1,-2,0,0,0
27559360,9794,27559360,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27559369,9795,27559369,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27559377,9796,27559377,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27559507,9797,27559507,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27559607,9798,27559607,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27560003,9799,27560003,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27560354,9800,27560354,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27562010,9801,27562010,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27562120,9802,27562120,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27562247,9803,27562247,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27562842,9804,27562842,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27562849,9805,27562849,1,1,10,556.4,517.5,2,1,0,7,2,0,1,-2,0,0,0
27563091,9806,27563091,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27581961,9807,27581961,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27582522,9808,27582522,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27583064,9809,27583064,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27583942,9810,27583942,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27584116,9811,27584116,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27584584,9812,27584584,1,0,1,20,0,0,0,1,0,0,0,1,-2,0,0,0
27585069,9813,27585069,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27586034,9814,27586034,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27586161,9815,27586161,1,0,2,34,34,2,0,0,0,1,0,1,-2,0,0,0
27586896,9816,27586896,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27587414,9817,27587414,1,0,1,1914,1914,1,0,0,0,1,0,1,-2,0,0,0
27587806,9818,27587806,1,0,6,61.83333333,0,0,0,6,0,0,0,1,-2,0,0,0
27587868,9819,27587868,1,0,1,2,2,1,0,0,0,1,0,1,-2,0,0,0
27587939,9820,27587939,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27587946,9821,27587946,1,0,1,0,0,1,0,0,0,1,0,1,-2,0,0,0
27587961,9822,27587961,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27588245,9823,27588245,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27588329,9824,27588329,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27588340,9825,27588340,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27588651,9826,27588651,1,0,1,21,21,1,0,0,0,1,0,1,-2,0,0,0
27588832,9827,27588832,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27588917,9828,27588917,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27589091,9829,27589091,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27589156,9830,27589156,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27589353,9831,27589353,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27589356,9832,27589356,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27589461,9833,27589461,1,6,4,268.75,268.75,4,0,0,0,1,0,1,-2,0,0,0
27589482,9834,27589482,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27589563,9835,27589563,1,0,1,1735,1735,1,0,0,0,1,0,1,-2,0,0,0
27589602,9836,27589602,1,0,1,-2,-2,1,0,0,0,1,0,1,-2,0,0,0
27589737,9837,27589737,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590127,9838,27590127,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590354,9839,27590354,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590640,9840,27590640,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590752,9841,27590752,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590769,9842,27590769,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590844,9843,27590844,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590867,9844,27590867,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590947,9845,27590947,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27590988,9846,27590988,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27591019,9847,27591019,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27591027,9848,27591027,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27591262,9849,27591262,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27591389,9850,27591389,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27591691,9851,27591691,0,1059,1,-14,-14,1,0,0,0,1,0,1,-2,0,0,0
27591864,9852,27591864,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27592037,9853,27592037,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27592364,9854,27592364,1,0,4,16.5,16.5,4,0,0,0,1,0,1,-2,0,0,0
27592511,9855,27592511,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27592622,9856,27592622,1,0,1,-4,-4,1,0,0,0,1,0,1,-2,0,0,0
27592705,9857,27592705,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27592848,9858,27592848,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27593271,9859,27593271,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27593397,9860,27593397,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27594632,9861,27594632,1,8,3,104.3333333,104.3333333,3,0,0,0,3,0,1,-2,0,0,0
27594792,9862,27594792,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27594901,9863,27594901,1,5,3,19.66666667,2,2,1,0,0,2,0,1,-2,0,0,0
27595031,9864,27595031,1,0,2,-148,0,0,2,0,0,0,0,1,-2,0,0,0
27595578,9865,27595578,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27595618,9866,27595618,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27596187,9867,27596187,1,0,3,65,0,0,0,2,0,0,0,1,-2,0,0,0
27596522,9868,27596522,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27596635,9869,27596635,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27596802,9870,27596802,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27596808,9871,27596808,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27596865,9872,27596865,1,189,7,-111.2857143,-111.2857143,7,0,0,0,4,0,1,-2,0,0,0
27597032,9873,27597032,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27597273,9874,27597273,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27597332,9875,27597332,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27597474,9876,27597474,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27597554,9877,27597554,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27597987,9878,27597987,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27598396,9879,27598396,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27598445,9880,27598445,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27598452,9881,27598452,1,0,1,104,0,0,0,1,0,0,0,1,-2,0,0,0
27598507,9882,27598507,1,6,12,206.3333333,0,0,0,1,5,0,0,1,-2,0,0,0
27599300,9883,27599300,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599306,9884,27599306,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599391,9885,27599391,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599575,9886,27599575,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599731,9887,27599731,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599807,9888,27599807,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599919,9889,27599919,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599928,9890,27599928,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27599988,9891,27599988,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600122,9892,27600122,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600320,9893,27600320,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600435,9894,27600435,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600507,9895,27600507,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600545,9896,27600545,1,137,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600553,9897,27600553,1,0,1,1,0,0,0,1,0,0,0,1,-2,0,0,0
27600690,9898,27600690,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600753,9899,27600753,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600763,9900,27600763,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27600949,9901,27600949,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27601199,9902,27601199,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27601253,9903,27601253,1,0,1,976,976,1,0,0,0,1,0,1,-2,0,0,0
27601312,9904,27601312,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27601497,9905,27601497,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27601640,9906,27601640,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27601737,9907,27601737,1,0,1,114,0,0,0,1,0,0,0,1,-2,0,0,0
27601888,9908,27601888,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27602206,9909,27602206,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27602213,9910,27602213,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27602220,9911,27602220,1,0,1,50,50,1,0,0,0,1,0,1,-2,0,0,0
27602266,9912,27602266,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27602811,9913,27602811,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27602926,9914,27602926,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27602947,9915,27602947,1,0,1,7,7,1,0,0,0,1,0,1,-2,0,0,0
27602973,9916,27602973,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603014,9917,27603014,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603186,9918,27603186,1,0,6,63.16666667,0,0,3,2,1,0,0,1,-2,0,0,0
27603308,9919,27603308,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603395,9920,27603395,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603419,9921,27603419,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603462,9922,27603462,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603551,9923,27603551,1,0,5,52.6,0,0,0,4,0,0,0,1,-2,0,0,0
27603653,9924,27603653,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603892,9925,27603892,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27603910,9926,27603910,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27604079,9927,27604079,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27604637,9928,27604637,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27604662,9929,27604662,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27604857,9930,27604857,1,0,1,52,52,1,0,0,0,1,0,1,-2,0,0,0
27605011,9931,27605011,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27605025,9932,27605025,1,0,1,34,34,1,0,0,0,1,0,1,-2,0,0,0
27605042,9933,27605042,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27605182,9934,27605182,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27605253,9935,27605253,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27605288,9936,27605288,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27605373,9937,27605373,1,1,4,-3.5,-3.5,4,0,0,0,2,0,1,-2,0,0,0
27605426,9938,27605426,1,64,25,519,394.7777778,18,0,5,0,6,0,1,-2,0,0,0
27613979,9939,27613979,1,0,1,13,0,0,0,1,0,0,0,1,-2,0,0,0
27614227,9940,27614227,1,0,2,43,43,2,0,0,0,1,0,1,-2,0,0,0
27614259,9941,27614259,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27614524,9942,27614524,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27614617,9943,27614617,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27614999,9944,27614999,0,1058,12,5.5,5.5,12,0,0,0,8,0,1,-2,0,0,0
27615016,9945,27615016,1,7,2,-38.5,-38.5,2,0,0,0,2,0,1,-2,0,0,0
27615287,9946,27615287,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27615291,9947,27615291,1,0,1,-29,-29,1,0,0,0,1,0,1,-2,0,0,0
27615372,9948,27615372,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27615495,9949,27615495,1,0,1,8903,0,0,0,0,0,0,0,1,-2,0,0,0
27615643,9950,27615643,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27615893,9951,27615893,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27616040,9952,27616040,1,0,6,51.83333333,0,0,0,5,1,0,0,1,-2,0,0,0
27616208,9953,27616208,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27616321,9954,27616321,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27616349,9955,27616349,1,0,3,-3.333333333,-3.333333333,3,0,0,0,1,0,1,-2,0,0,0
27616354,9956,27616354,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27616417,9957,27616417,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27616776,9958,27616776,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27617142,9959,27617142,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27617255,9960,27617255,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27617456,9961,27617456,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27617886,9962,27617886,1,0,2,14,0,0,0,2,0,0,0,1,-2,0,0,0
27617948,9963,27617948,1,0,2,0,0,2,0,0,0,1,0,1,-2,0,0,0
27617958,9964,27617958,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27618307,9965,27618307,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27618535,9966,27618535,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27618666,9967,27618666,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27618668,9968,27618668,1,64,3,207.3333333,347,1,0,2,0,1,0,1,-2,0,0,0
27618831,9969,27618831,1,0,1,223,223,1,0,0,0,1,0,1,-2,0,0,0
27619054,9970,27619054,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27619078,9971,27619078,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27619105,9972,27619105,1,0,1,0,0,0,0,0,0,0,0,1,-2,0,0,0
27619136,9973,27619136,1,0,1,-156,-156,1,0,0,0,1,0,1,-2,0,0,0
27619145,9974,27619145,1,0,1,375,375,1,0,0,0,1,0,1,-2,0,0,0
