control_wpid,courseID,uniqueID,return,return2,death,dayindex,score_diff,reach_out_stu,reach_out_wiki,reach_in_stu,reach_in_wiki,student_Outdegree,wiki_Outdegree,student_Indegree,wiki_Indegree,student_weighted_outdegree,wiki_weighted_outdegree,student_weighted_indegree,wiki_weighted_indegree,edit_count,ave_sizediff,article_sizediff,article_count,talk_count,user_count,usertalk_count,unique_article_numbers,group,class_size,control_wikied,indiv_group,group_recheck
AaronVancel,596,AaronVancel596,0,0,1,105,2.692,0,0,0,2,0,0,0,2,0,0,0,2,125,201.016,2299.8,5,3,112,3,1,1,22,1,1,-1
AarV,341,AarV341,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,26,425.3846154,0,0,0,25,1,0,1,93,1,1,1
Aasahrakar,337,Aasahrakar337,0,0,1,103,0,0,0,1,1,0,0,1,1,0,0,1,1,17,1561.882353,0,0,0,11,4,0,1,21,1,1,1
Aasherian,395,Aasherian395,0,0,1,76,-1.293,0,0,1,2,0,0,0,2,0,0,0,2,35,1111.742857,1247.875,8,7,14,3,2,0,36,1,-1,-1
Aashishp,671,Aashishp671,0,0,1,27,0.864,0,0,0,1,0,0,0,1,0,0,0,1,4,-3.5,-187,1,0,2,0,1,1,18,1,1,1
Aashlesha94,201,Aashlesha94201,0,0,1,27,0.063,0,0,0,1,0,0,0,3,0,0,0,3,12,-24.83333333,-55.11111111,9,0,2,0,1,1,71,1,1,1
Aashnadiva,171,Aashnadiva171,0,0,1,26,0,0,0,0,1,0,0,0,1,0,0,0,1,8,315.875,0,0,0,5,2,0,0,31,1,-1,-1
Aasiwulec181,538,Aasiwulec181538,0,0,1,122,0,0,0,0,1,0,0,0,1,0,0,0,1,50,253.18,261.7234043,47,0,2,0,2,1,20,1,1,1
Ab4011,20,Ab401120,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,2,71.5,0,0,0,1,0,0,0,13,1,-1,-1
AB88589,263,AB88589263,0,0,1,62,0,3,0,2,1,3,0,1,1,3,0,2,1,13,124.6923077,0,0,0,6,4,0,0,23,1,-1,-1
Abach94,477,Abach94477,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,52,0,0,0,2,0,0,0,22,1,-1,-1
Abajorek,456,Abajorek456,0,0,1,1044,0,0,1,0,9,0,1,0,7,0,1,0,9,80,406.3625,367.975,40,0,37,1,1,0,8,1,-1,-1
Abake41,542,Abake41542,0,0,1,17,0,0,0,0,1,0,0,0,3,0,0,0,3,3,58,0,0,0,2,0,0,1,30,1,1,1
Abanggue,78,Abanggue78,0,0,1,18,-0.123,0,0,0,2,0,0,0,2,0,0,0,2,6,101.5,56.33333333,3,1,2,0,3,0,16,1,-1,-1
Abarber2,200,Abarber2200,0,0,1,7,0.048,0,0,0,1,0,0,0,3,0,0,0,3,5,160.6,324,2,0,2,0,2,0,21,1,-1,-1
Abarbiegonewrong,67,Abarbiegonewrong67,0,0,1,65,0,0,0,0,1,0,0,0,3,0,0,0,3,5,424.4,0,0,1,3,0,0,0,24,1,-1,-1
Abarr005,218,Abarr005218,0,0,1,54,0,0,0,0,2,0,0,0,4,0,0,0,4,3,635.6666667,0,0,0,3,0,0,1,36,1,1,1
Abarrall,512,Abarrall512,0,0,1,27,0.114,0,0,0,1,0,0,0,3,0,0,0,3,18,302.9444444,2672,1,3,5,4,1,1,120,1,1,-1
Abaryla,263,Abaryla263,0,0,1,63,0,3,0,7,2,3,0,5,2,3,0,6,2,10,163.5,0,0,2,3,3,0,0,23,1,-1,-1
Abattaglia1993,480,Abattaglia1993480,0,0,1,40,0,0,0,2,0,0,0,1,0,0,0,2,0,19,246.8421053,274.4666667,15,2,1,0,2,1,32,1,1,1
Abbadeo,91,Abbadeo91,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49.25,0,0,0,2,0,0,0,10,1,-1,-1
Abbey jermyn,599,Abbey jermyn599,0,0,1,41,0.016,0,0,0,1,0,0,0,1,0,0,0,1,7,250.8571429,360,1,1,4,0,1,0,34,1,-1,-1
Abbey311,427,Abbey311427,0,0,1,68,3.293,1,1,1,2,1,1,1,2,1,1,1,2,62,450.516129,801.7142857,21,1,33,3,1,0,9,1,-1,-1
Abbeykobrien,747,Abbeykobrien747,0,0,1,98,0,2,0,0,7,1,0,0,4,1,0,0,7,96,450.8645833,300.1698113,53,9,20,13,3,0,26,1,-1,1
Abbi Wilks,228,Abbi Wilks228,0,0,1,70,0.269,0,0,0,2,0,0,0,1,0,0,0,2,15,439.4666667,2409,1,0,13,0,1,0,19,1,-1,-1
Abbieartist101,423,Abbieartist101423,0,0,1,91,0.905,0,0,0,1,0,0,0,1,0,0,0,1,15,396.5333333,1448.75,4,0,11,0,1,0,16,1,-1,-1
Abbiebarnes,264,Abbiebarnes264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1,-1,-1
Abbieberman,300,Abbieberman300,0,0,1,37,0.006,0,0,0,0,0,0,0,0,0,0,0,0,5,402.4,402.4,5,0,0,0,2,1,27,1,1,1
Abbottr,249,Abbottr249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,44,1,1,1
Abby-Cheruiyot,647,Abby-Cheruiyot647,0,0,1,14,0,0,0,0,2,0,0,0,2,0,0,0,2,1,20,0,0,0,0,0,0,1,54,1,1,1
Abby.arora,729,Abby.arora729,0,0,1,43,0,0,0,0,1,0,0,0,1,0,0,0,1,10,536.4,2591.5,2,0,7,0,1,0,45,1,-1,-1
Abby31198,720,Abby31198720,0,0,1,56,0.279,0,0,0,2,0,0,0,2,0,0,0,2,7,40.14285714,83,1,0,2,0,1,0,136,1,-1,-1
Abbyadams55,232,Abbyadams55232,0,0,1,76,0,0,0,0,1,0,0,0,1,0,0,0,1,4,410.75,670.5,2,0,1,0,1,0,20,1,-1,-1
Abbybalint,676,Abbybalint676,0,0,1,88,1.078,0,1,0,1,0,1,1,3,0,1,1,3,16,758,507.5833333,12,1,1,2,3,1,26,1,1,1
Abbybeavan,103,Abbybeavan103,0,0,1,26,0,0,0,1,1,0,0,1,1,0,0,1,1,57,180.0877193,-20.94736842,19,19,14,1,2,1,19,1,1,1
AbbyCreek,83,AbbyCreek83,0,0,1,0,0,0,0,3,1,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,1,28,1,1,1
AbbyErnst,53,AbbyErnst53,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1464.5,0,0,0,2,0,0,0,98,1,-1,-1
Abbyfranson,292,Abbyfranson292,0,0,1,89,0,0,0,0,1,0,0,0,1,0,0,0,1,10,804.7,1873.5,4,0,4,0,1,1,19,1,1,1
Abbygaleana0123,314,Abbygaleana0123314,0,0,1,93,0.261,0,0,0,0,0,0,0,0,0,0,0,0,15,339.0666667,2040.5,2,2,6,0,1,0,54,1,-1,-1
Abbyh225,183,Abbyh225183,0,0,1,73,0,2,0,0,1,0,0,0,1,0,0,0,1,19,248.2105263,544.6666667,6,1,8,2,1,1,40,1,1,1
Abbyhudak,608,Abbyhudak608,0,0,1,22,0,0,0,0,1,0,0,0,1,0,0,0,1,1,758,0,0,0,1,0,0,0,7,1,-1,-1
AbbyKopp,157,AbbyKopp157,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,36,347.3611111,1257,4,1,28,1,1,0,10,1,-1,-1
AbbyNewell,435,AbbyNewell435,0,0,1,104,0,0,0,0,1,0,0,0,1,0,0,0,1,15,233.9333333,1430,1,1,10,1,1,1,26,1,1,1
Abbynw,39,Abbynw39,0,0,1,58,0,0,0,0,2,0,0,0,1,0,0,0,2,28,1088.464286,1088.464286,28,0,0,0,1,0,19,1,-1,-1
Abbyrippley,529,Abbyrippley529,0,0,1,71,0,1,0,0,1,1,0,0,1,1,0,0,1,8,579,0,0,0,6,1,0,0,121,1,-1,-1
Abbysinc,198,Abbysinc198,1,1,1,407,0,1,0,0,2,1,0,0,2,1,0,0,2,25,585.88,338.8,10,0,8,5,2,1,73,1,1,1
Abbysinc,769,Abbysinc769,1,0,1,21,0,3,0,1,2,1,0,0,2,1,0,0,2,6,306.8333333,0,0,3,2,0,0,0,30,1,-1,1
Abcurtis,533,Abcurtis533,0,0,1,43,0.082,0,0,0,2,0,0,0,2,0,0,0,2,17,596.7647059,269.3333333,3,1,11,0,1,0,18,1,-1,-1
Abdowns,587,Abdowns587,0,0,1,99,0.605,0,0,0,1,0,0,0,1,0,0,0,1,20,293.4,378.9,10,1,4,3,2,1,49,1,1,1
Abdulazi2,402,Abdulazi2402,0,0,1,91,0.421,1,0,2,2,1,0,1,2,1,0,2,2,23,237.4347826,40.25,4,5,9,4,1,1,20,1,1,-1
AbdullahAlturki99,267,AbdullahAlturki99267,0,0,1,65,-0.305,0,0,0,1,0,0,0,1,0,0,0,1,47,179.787234,203.6571429,35,0,6,3,3,0,29,1,-1,-1
Abdulqa,415,Abdulqa415,0,0,1,9,-0.007,0,0,0,1,0,0,0,1,0,0,0,1,8,226.375,329,5,0,2,0,1,0,5,1,-1,-1
ABeaC,506,ABeaC506,0,1,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,10,101.9,0,0,0,6,3,0,0,26,1,-1,-1
Abeckman543,745,Abeckman543745,0,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,0,0,0,2,0,0,0,7,1,-1,-1
Abekim15980,701,Abekim15980701,0,0,1,63,0,0,0,0,1,0,0,0,1,0,0,0,1,5,107.2,0,0,0,3,0,0,0,11,1,-1,-1
Abell84,18,Abell8418,0,0,1,90,0,0,0,0,1,0,0,0,1,0,0,0,1,15,437.4666667,41,1,0,13,0,1,0,31,1,-1,-1
AbePOSI2015,198,AbePOSI2015198,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1557,0,0,1,2,1,0,1,73,1,1,1
Aberger19,655,Aberger19655,0,0,1,95,0.413,0,0,0,1,0,0,0,3,0,0,0,3,9,290.8888889,290.8888889,9,0,0,0,1,1,21,1,1,1
Abergin13,409,Abergin13409,1,1,1,778,0,3,0,2,5,1,0,2,5,3,0,2,5,63,419.5396825,1030.5,18,20,14,4,2,0,23,1,-1,-1
Abergin13,488,Abergin13488,1,0,1,638,0,3,0,2,5,1,0,2,5,3,0,2,5,34,309.7352941,598.1666667,18,2,3,1,2,0,23,1,-1,-1
Aberkey,41,Aberkey41,0,0,1,90,0,0,0,0,5,0,0,0,5,0,0,0,7,59,478.1525424,674.7297297,37,3,11,5,1,1,25,1,1,-1
Aberrant mushroom,232,Aberrant mushroom232,0,0,1,51,0,0,0,0,1,0,0,0,1,0,0,0,1,7,962.8571429,0,0,1,4,0,0,0,20,1,-1,-1
Abetel,18,Abetel18,0,0,1,93,0,0,0,0,2,0,0,0,1,0,0,0,2,15,411.2666667,9,1,0,14,0,1,0,31,1,-1,-1
Abgeorge19,44,Abgeorge1944,0,0,1,86,0,0,0,0,1,0,0,0,1,0,0,0,1,3,62,0,0,0,2,0,0,0,7,1,-1,-1
Abgilmor,479,Abgilmor479,0,0,1,119,1.441,1,0,4,2,1,0,2,2,1,0,2,2,49,233.9387755,174.0645161,31,1,5,9,2,0,12,1,-1,1
Abhat198,40,Abhat19840,0,0,1,22,0.688,0,0,0,1,0,0,0,1,0,0,0,1,67,175.880597,276.1,20,3,43,0,1,1,51,1,1,-1
Abhewday,517,Abhewday517,0,0,1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-22,-22,1,0,0,0,1,1,30,1,1,-1
Abhina,341,Abhina341,0,0,1,70,0,0,0,0,1,0,0,0,1,0,0,0,1,34,28.32352941,0,0,0,34,0,0,1,93,1,1,1
Abhinand08,274,Abhinand08274,0,0,1,35,1.81,0,0,0,1,0,0,0,1,0,0,0,1,23,211.2608696,232.9,20,0,2,0,1,1,119,1,1,1
Abhinav Medhekar,274,Abhinav Medhekar274,0,0,1,21,1.787,0,0,0,1,0,0,0,1,0,0,0,1,37,201.6756757,213.05,20,5,6,3,1,1,119,1,1,1
Abhinavrai,274,Abhinavrai274,0,0,1,55,0.243,0,0,1,1,0,0,1,1,0,0,1,1,26,594.2307692,755,8,0,17,0,1,1,119,1,1,1
Abhinayaprithivi,1,Abhinayaprithivi1,0,0,1,53,0,1,2,2,1,1,1,1,1,1,2,2,1,153,196.503268,170.8842975,121,9,9,6,7,0,12,1,-1,-1
Abhsarma,16,Abhsarma16,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,3,55.33333333,0,0,0,2,0,0,0,23,1,-1,-1
Abibeaulieu7,155,Abibeaulieu7155,0,0,1,102,1.128,0,0,1,3,0,0,1,3,0,0,1,3,27,174.7037037,144.8235294,17,0,6,3,2,0,24,1,-1,-1
Abiendar,709,Abiendar709,0,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,2,188.5,0,0,0,1,1,0,1,30,1,1,1
Abifoster2,123,Abifoster2123,0,0,1,74,0,0,0,0,4,0,0,0,1,0,0,0,4,9,1130.555556,0,0,0,6,3,0,0,12,1,-1,-1
Abigail askew247,330,Abigail askew247330,0,0,1,58,0,0,0,0,1,0,0,0,1,0,0,0,1,8,213,0,0,0,6,0,0,1,34,1,1,1
Abigail Payne,107,Abigail Payne107,0,0,1,36,0.263,0,0,6,1,0,0,0,1,0,0,0,1,32,231.96875,232.6666667,6,7,9,7,2,1,34,1,1,1
Abigail.furchner,770,Abigail.furchner770,0,0,1,23,-0.016,0,0,0,1,0,0,0,1,0,0,0,1,5,52.8,32,1,0,3,0,1,1,36,1,1,-1
Abigail.knudson,770,Abigail.knudson770,0,0,1,10,0.042,0,0,0,1,0,0,0,1,0,0,0,1,5,54.2,39,2,0,2,0,1,1,36,1,1,1
Abigail.langevin.uconn,93,Abigail.langevin.uconn93,0,0,1,65,0.09,2,2,2,6,2,1,2,2,2,2,2,6,31,957.0645161,1659.666667,3,6,11,10,2,0,20,1,-1,-1
Abigail92,543,Abigail92543,0,0,1,30,0,0,0,1,1,0,0,0,1,0,0,0,1,5,1004,984.6666667,3,0,2,0,1,1,18,1,1,-1
Abigailctyrrell,400,Abigailctyrrell400,0,0,1,17,0.117,0,0,0,2,0,0,0,1,0,0,0,2,8,237,820,1,0,6,0,1,1,38,1,1,1
Abigaileverhart,665,Abigaileverhart665,0,0,1,56,0,0,0,0,1,0,0,0,1,0,0,0,1,3,53,0,0,0,2,0,0,1,13,1,1,1
Abigailgillmore,459,Abigailgillmore459,0,0,1,53,0.907,0,0,2,1,0,0,0,1,0,0,0,1,31,295.2580645,215.2222222,9,7,8,3,2,1,28,1,1,1
Abigailgreen,435,Abigailgreen435,0,0,1,104,0,0,0,0,2,0,0,0,2,0,0,0,2,21,192.7142857,603,1,2,10,1,1,1,26,1,1,1
Abigailmary94,609,Abigailmary94609,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,23,1,1,1
Abigailmcn,320,Abigailmcn320,0,0,1,18,0.326,0,0,0,1,0,0,0,1,0,0,0,1,8,76.625,58.33333333,3,0,3,0,1,1,21,1,1,1
Abigailsolomon,53,Abigailsolomon53,0,0,1,46,0,0,0,0,1,0,0,0,1,0,0,0,1,2,6592,0,0,0,0,0,0,0,98,1,-1,-1
Abigailvaldez,445,Abigailvaldez445,0,0,1,28,4.102,0,0,0,0,0,0,0,0,0,0,0,0,7,-2.714285714,-12.2,5,0,2,0,1,1,22,1,1,1
Abinzaid,273,Abinzaid273,0,0,1,20,0,0,0,0,1,0,0,0,1,0,0,0,1,2,89.5,0,0,0,2,0,0,0,30,1,-1,-1
Abjenk,202,Abjenk202,0,0,1,30,0.488,0,0,0,1,0,0,0,1,0,0,0,1,5,765.6,1819.5,2,0,2,0,1,0,14,1,-1,-1
Ablasinsky95,264,Ablasinsky95264,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,563,976,1,1,0,0,1,0,32,1,-1,-1
ABluvsU,113,ABluvsU113,0,0,1,85,0.568,3,0,4,3,3,0,3,3,4,0,3,3,39,401.7179487,371.5,4,8,14,5,2,1,34,1,1,1
Abmax05,364,Abmax05364,0,0,1,46,0,1,1,1,4,1,1,1,1,1,1,1,4,74,231.7702703,222.546875,64,3,2,4,1,0,29,1,-1,-1
Abmayan8,352,Abmayan8352,0,0,1,37,0,0,0,0,1,0,0,0,1,0,0,0,1,8,163.5,0,0,0,7,0,0,1,39,1,1,1
Abmelero,625,Abmelero625,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,1,-1,-1
Aboerss,634,Aboerss634,0,0,1,8,0,0,0,0,1,0,0,0,1,0,0,0,1,3,52,0,0,0,2,0,0,1,145,1,1,1
Abogus2,710,Abogus2710,0,0,1,39,0.01,0,0,0,1,0,0,0,3,0,0,0,3,14,570.7857143,360.3333333,6,3,2,1,1,1,20,1,1,1
Aboke2,341,Aboke2341,0,0,1,21,0,0,0,0,2,0,0,0,2,0,0,0,2,32,655.84375,0,0,0,30,0,0,1,93,1,1,1
Abokorab,195,Abokorab195,0,0,1,77,0,2,0,14,1,0,0,4,1,0,0,5,1,50,383.86,460.5,34,0,13,2,1,0,30,1,-1,-1
Abologna23,214,Abologna23214,0,0,1,105,0,0,0,0,4,0,0,0,3,0,0,0,4,8,823.25,1183.75,4,2,1,0,1,1,22,1,1,-1
Abonar,649,Abonar649,0,0,1,35,0,0,0,0,1,0,0,0,1,0,0,0,1,5,51.4,0,0,0,4,0,0,1,80,1,1,1
Abouldin50,55,Abouldin5055,0,0,1,4,0,0,0,1,1,0,0,1,1,0,0,1,1,3,69.33333333,0,0,0,2,0,0,1,125,1,1,1
AboulOus,574,AboulOus574,0,0,1,97,-0.007,0,0,0,2,0,0,0,2,0,0,0,2,11,458.6363636,602,3,2,3,1,1,0,24,1,-1,-1
Abouwma1,103,Abouwma1103,0,0,1,26,0,0,0,1,1,0,0,1,1,0,0,1,1,27,355.6666667,165.5,6,2,15,1,2,1,19,1,1,1
Abouwme2,410,Abouwme2410,0,0,1,128,0,0,0,0,1,0,0,0,3,0,0,0,3,18,422.1111111,606.2727273,11,0,3,3,1,0,25,1,-1,-1
Abowen01,634,Abowen01634,0,0,1,9,0,0,0,0,1,0,0,0,3,0,0,0,3,9,130.3333333,0,0,0,4,4,0,1,145,1,1,1
Abphanson,568,Abphanson568,0,0,1,515,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,1,-1,-1
Abracadaphne,130,Abracadaphne130,0,0,1,111,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,37,1,-1,-1
Abraham.tse,12,Abraham.tse12,0,0,1,584,0.015,0,0,0,1,0,0,0,3,0,0,0,3,3,145.6666667,145.6666667,3,0,0,0,2,0,6,1,-1,1
Abrahs,764,Abrahs764,0,0,1,19,0,0,0,0,1,0,0,0,1,0,0,0,1,9,20.44444444,0,0,0,8,0,0,1,49,1,1,1
Abramka,42,Abramka42,0,0,1,0,2.043,0,0,0,1,0,0,0,1,0,0,0,1,12,201,649.5,2,0,6,3,1,1,24,1,1,1
Abrandon67,27,Abrandon6727,0,0,1,50,0,0,0,0,2,0,0,0,2,0,0,0,2,39,245.5897436,239.2608696,23,1,12,0,1,1,12,1,1,-1
Abraxalee,381,Abraxalee381,0,0,1,65,0,0,0,0,1,0,0,0,1,0,0,0,1,5,42.2,0,0,0,4,0,0,1,66,1,1,1
ABrock20,418,ABrock20418,0,0,1,68,3.464,1,3,0,2,0,1,0,3,0,3,0,4,28,912,2388.888889,9,0,12,7,2,1,22,1,1,-1
Abruns,354,Abruns354,0,0,1,107,0.321,0,0,0,0,0,0,0,0,0,0,0,0,7,194.5714286,386.6666667,3,0,2,0,2,1,28,1,1,1
Absam06,48,Absam0648,0,0,1,54,0,0,0,0,2,0,0,0,4,0,0,0,4,24,583.875,1057.416667,12,1,6,3,1,0,7,1,-1,1
Abserickson,561,Abserickson561,0,0,1,14,1.477,0,0,0,1,0,0,0,1,0,0,0,1,16,424.25,488,4,0,11,0,1,1,23,1,1,1
Absspyridon,88,Absspyridon88,0,0,1,33,0,1,0,1,2,1,0,2,2,1,0,4,2,45,135.8,224,10,3,7,25,3,1,63,1,1,1
Absterben,66,Absterben66,0,0,1,171,0,0,0,0,1,0,0,0,1,0,0,0,1,4,58,0,0,0,3,0,0,0,64,1,-1,-1
Abteodoro,50,Abteodoro50,0,0,1,44,0.022,0,0,0,1,0,0,0,3,0,0,0,3,23,214.3043478,259.0714286,14,0,8,0,4,1,23,1,1,1
Abtrahan,291,Abtrahan291,1,1,1,230,0.226,1,0,8,6,1,0,6,5,1,0,8,6,51,425.372549,446.7272727,11,2,26,10,3,1,38,1,1,1
Abtrahan,769,Abtrahan769,1,0,1,64,0,1,0,8,6,1,0,6,5,1,0,8,6,25,-262.6,1372.2,5,9,10,0,1,0,30,1,-1,1
Abu94faisal,415,Abu94faisal415,0,0,1,9,-0.016,0,0,0,1,0,0,0,1,0,0,0,1,7,121,169.25,4,0,2,0,2,0,5,1,-1,-1
Abuanas41,653,Abuanas41653,0,0,1,90,0,0,0,0,2,0,0,0,2,0,0,0,2,31,1328.903226,1654.733333,15,0,11,5,1,0,16,1,-1,-1
Abucci,426,Abucci426,0,0,1,34,-0.001,0,0,0,2,0,0,0,4,0,0,0,4,3,-117.3333333,-508,1,0,1,0,1,0,6,1,-1,1
Aburg043,60,Aburg04360,0,0,1,90,0.151,0,0,0,1,0,0,0,1,0,0,0,1,49,566.8979592,779.8888889,18,8,16,0,2,0,40,1,-1,1
Abushnel,690,Abushnel690,0,0,1,30,0,0,0,0,1,0,0,0,1,0,0,0,1,8,512.5,0,0,0,5,1,0,1,24,1,1,1
Abutinalbert,500,Abutinalbert500,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,240.1666667,430,1,0,2,2,1,0,24,1,-1,-1
Abuzzanco,427,Abuzzanco427,0,0,1,569,1.357,1,0,2,3,1,0,1,2,1,0,2,3,57,264.4736842,298.5,2,2,47,4,1,0,9,1,-1,-1
Abw20,294,Abw20294,0,0,1,684,0.125,6,1,1,2,0,1,0,3,0,1,0,4,80,393.175,791.5384615,13,11,41,11,1,1,10,1,1,-1
Abw28,471,Abw28471,0,0,1,86,1.738,4,0,2,2,2,0,1,2,4,0,2,2,17,354.7058824,476,5,6,2,4,2,1,36,1,1,1
Abwoerth,377,Abwoerth377,0,0,1,25,0,0,0,0,2,0,0,0,2,0,0,0,2,60,253.7666667,498.5,14,0,42,0,1,0,23,1,-1,1
Abzter623594,341,Abzter623594341,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,37,292.2432432,0,0,0,34,2,0,1,93,1,1,1
Ac106377,557,Ac106377557,0,0,1,44,0,0,0,0,2,0,0,0,2,0,0,0,2,7,671,4284,1,1,2,0,1,0,32,1,-1,-1
Ac1395,209,Ac1395209,0,0,1,100,1.361,0,0,0,1,0,0,0,3,0,0,0,3,12,1926.75,3848,6,2,1,0,3,0,24,1,-1,1
Ac161907,202,Ac161907202,0,0,1,29,0.746,0,0,0,1,0,0,0,1,0,0,0,1,9,693.2222222,1501,4,0,4,0,2,0,14,1,-1,-1
ACabrera522,339,ACabrera522339,0,1,1,84,0,0,0,0,6,0,0,0,3,0,0,0,6,25,485.8,234.1428571,21,0,3,1,6,0,28,1,-1,1
Acaill6,88,Acaill688,0,0,1,31,0,0,0,1,0,0,0,1,0,0,0,1,0,20,339.95,296,5,3,3,9,3,1,63,1,1,-1
ACalvert,347,ACalvert347,0,0,1,56,-0.04,0,0,0,1,0,0,0,1,0,0,0,1,9,553,1026.5,4,0,2,3,1,0,6,1,-1,-1
Acap22,425,Acap22425,0,0,1,50,2.221,0,0,0,1,0,0,0,1,0,0,0,1,49,84.65306122,97.71428571,28,0,18,2,2,0,22,1,-1,1
ACarino19,477,ACarino19477,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,10,225.7,0,0,0,9,0,0,0,22,1,-1,-1
Acarmona124,395,Acarmona124395,0,0,1,79,0.008,1,0,1,1,0,0,0,1,0,0,0,1,15,1166.066667,2450,1,2,9,2,1,0,36,1,-1,-1
Acarpe01,634,Acarpe01634,0,0,1,8,0,0,0,0,1,0,0,0,3,0,0,0,3,8,138,0,0,0,4,3,0,1,145,1,1,1
Acasa0314,290,Acasa0314290,0,0,1,61,-1.092,0,1,0,2,0,1,0,1,0,1,0,2,12,123.1666667,87,2,0,6,4,1,0,15,1,-1,-1
Acbrown44,28,Acbrown4428,0,0,1,22,0,0,0,0,1,0,0,0,1,0,0,0,1,5,93.6,0,0,0,3,0,0,1,31,1,1,1
Acc022,243,Acc022243,0,0,1,76,0,0,2,3,3,0,1,1,3,0,2,3,3,54,302.7962963,2374,2,16,28,6,1,0,31,1,-1,1
Acck2220,589,Acck2220589,0,0,1,357,0,0,0,0,1,0,0,0,1,0,0,0,1,46,1082.717391,6827,3,0,41,0,2,0,8,1,-1,-1
Acd15,571,Acd15571,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,1,92,1,1,1
Ace022,314,Ace022314,0,0,1,100,0,0,0,0,1,0,0,0,1,0,0,0,1,16,112.8125,0,0,0,13,1,0,0,54,1,-1,-1
AcevedoBarga,251,AcevedoBarga251,0,0,1,61,0,3,0,5,1,1,0,1,1,1,0,1,1,14,1849.357143,175.5,2,0,8,4,1,0,19,1,-1,-1
Acez333,572,Acez333572,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,15,425.2666667,0,0,0,13,0,0,0,29,1,-1,-1
Acgoolsby,639,Acgoolsby639,0,0,1,35,0,0,0,0,1,0,0,0,1,0,0,0,1,12,215.8333333,0,0,0,5,2,0,1,28,1,1,1
Achandr9,341,Achandr9341,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-26.66666667,0,0,0,3,0,0,1,93,1,1,1
Achapa09,83,Achapa0983,0,0,1,6,0,2,0,0,0,1,0,0,0,2,0,0,0,2,181.5,0,0,0,0,2,0,1,28,1,1,1
Achapa23,73,Achapa2373,0,0,1,100,0,0,0,0,1,0,0,0,1,0,0,0,1,59,114.0508475,0,0,0,54,4,0,0,31,1,-1,-1
Achatani,585,Achatani585,0,0,1,112,0,3,0,6,2,2,0,3,2,3,0,6,2,84,166.0714286,181.6,65,7,7,4,3,0,19,1,-1,1
Achau11,25,Achau1125,0,0,1,101,0,0,1,0,2,0,1,0,2,0,1,0,2,49,302.4693878,895.2857143,7,0,39,1,2,1,11,1,1,-1
Achd6,168,Achd6168,0,0,1,9,1.191,0,0,0,1,0,0,0,1,0,0,0,1,18,393.7222222,421.75,4,1,9,4,1,1,27,1,1,1
Achen39,725,Achen39725,0,0,1,19,0.094,0,0,0,1,0,0,0,1,0,0,0,1,20,166.6,537,3,8,2,0,3,0,26,1,-1,-1
Achiarli,392,Achiarli392,0,0,1,73,0,0,0,0,2,0,0,0,2,0,0,0,2,9,505.2222222,2.5,4,0,5,0,3,0,26,1,-1,1
Achiu17,239,Achiu17239,0,0,1,43,0,0,0,0,4,0,0,0,3,0,0,0,4,39,1291.333333,2071.045455,22,4,4,7,3,1,18,1,1,1
Achorun,737,Achorun737,0,0,1,49,0.016,0,0,0,1,0,0,0,1,0,0,0,1,15,316.0666667,1420.333333,3,1,7,0,1,1,17,1,1,1
Achow801,541,Achow801541,0,0,1,67,0,0,0,0,1,0,0,0,1,0,0,0,1,15,448.1333333,507.6153846,13,0,1,0,1,0,48,1,-1,-1
Achowrd2,81,Achowrd281,0,0,1,30,0.016,0,0,0,1,0,0,0,3,0,0,0,3,15,491.7333333,455,7,3,2,2,1,0,90,1,-1,-1
